,movie_no,movie_name,movie_year,movie_certificate,movie_runtime,movie_genre,movie_score,movie_gross,movie_director,movie_star,movie_writer,tomatoter,audience
1208,1208,antarctica: ice & sky,2017,NR,89 minutes,"Art House & International, Documentary",,,Luc Jacquet,"Michel Papineschi, Claude Lorius, Jacques-Yves Cousteau",Luc Jacquet,89%,50%
1209,1209,stratton,2018,R,95 minutes,"Action & Adventure, Mystery & Suspense",,,Simon West,"Dominic Cooper, Austin Stowell, Gemma Chan, Connie Nielsen, Thomas Kretschmann, Tom Felton, Jake Fairbrother, Tyler Hoechlin, Derek Jacobi, Lizzie Winkler","Warren Davis II, Duncan Falconer",0%,14%
1210,1210,submerged,2015,NR,99 minutes,Drama,,,"Stephen E. Miller, Steven C. Miller","Cody Christian, Jonathan Bennett, Rosa Salazar, Tim Daly, Mario Van Peebles, Talulah Riley, Willa Ford, Denzel Whitaker, Giles Matthey, Caleb Hunt, Sam Daly, Mario Perez, Erica Souza, Elycia Rubin, Caroline Baudino, C.J. Stuart, Zedric Harris, Terrence Julien, Joe Ordaz, Lauren See",Scott Milam,25%,22%
1211,1211,"camille claudel, 1915",2013,NR,97 minutes,Drama,,"$22,540",Bruno Dumont,"Juliette Binoche, Jean-Luc Vincent, Robert Leroy, Emmanuel Kauffman, Marion Keller, Armelle Leroy-Rolland, Myriam Allain, Régine Gayte, Nicole Faurite, Eric Jacoulet, Florence Philippe, Christelle Petit, Sandra Rivera, Claire Peyrade, Alexandra Lucas, Daniele, Jessica Herrero, Christiane Blum, Myriam Laloum, Christiane Blum, Estelle Gayte, Danièle Frattaruolo",Bruno Dumont,80%,48%
1212,1212,life of riley,2014,NR,108 minutes,Drama,,,Alain Resnais,"Sandrine Kiberlain, André Dussollier, Sabine Azéma, Hippolyte Girardot, Caroline Sihol, Michel Vuillermoz, Alba Gaïa Kraghede Bellugi","Alex Réval, Caroline Sihol, Laurent Herbiet, Alan Ayckbourn, Jean-Marie Besset, Alain Resnais",81%,44%
1213,1213,bleed,2016,NR,82 minutes,Horror,,,Tripp Rhame,"Riley Smith, Chelsey Crisp, Lyndon Smith, Michael Steger, Brittany Ishibashi, Elimu Nelson, David Yow, Eric Abraham, Denny Ainsworth, Ben Amick, Brook Amos, Mark Ashworth, Bailey Campbell, Francis Capitanelli, Kyla Deaver, Bill Eudaly, Anna House, Tom Jersawitz, Raj Kala, Robert Kelly, Charles Lawlor, Marilyn Light, Bryan Malone, Joshua Mikel, Devin Marcus Miller, Shannon Mulvaney, Alan Richmond, Matt Rossitch, William Tokarsky, Izzy Watts",Ben Jacoby,50%,35%
1214,1214,kung fu panda 3,2016,PG,94 minutes,Animation,,"$128,341,070","Alessandro Carloni, Jennifer Yuh Nelson","Jack Black, Angelina Jolie, Kate Hudson, Bryan Cranston, Dustin Hoffman, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, James Hong, Randall Duk Kim, J.K. Simmons, Carter Hastings, Steele Gagnon, Mia Sinclair Jenness, Gus Culligan, Lena Golia, Samuel Black, Joseph Izzo, Lindsay Russell, Liam Knight, Wayne Knight, Barbara Dirickson, Al Roker, Willie Geist, Fred Tatasciore, Pax Jolie-Pitt, Zahara Jolie-Pitt, Knox Jolie-Pitt, April Hong, Ming Tsai, Mick Wingert, Stephen Kearin, Kelly Cooney, Megan Richie, Mike Mitchell","Jonathan Aibel, Glenn Berger",86%,78%
1215,1215,alice through the looking glass,2016,PG,108 minutes,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",,"$77,037,635",James Bobin,"Mia Wasikowska, Johnny Depp, Anne Hathaway, Helena Bonham Carter, Rhys Ifans, Matt Lucas, Ed Speleers, Alan Rickman, Sacha Baron Cohen, Frances De La Tour, Lindsay Duncan, Stephen Fry, Matt Vogel, Timothy Spall, Barbara Windsor, Leo Bill, Geraldine James, Andrew Scott, Michael Sheen, Richard Armitage, Paul Hunter, Wally Wingert, Meera Syal, Hattie Morahan, Louis Ashbourne Serkis, Joanna Bobin, Louis Serkis, Amelia Crouch, Leilah de Meza, Simone Kirby, Joe Hurst, Siobhan Redmond, Oliver Hawkes, Frederick Warder, Oliver Hawkes, Eve Hedderwick Turner, Tom Godwin, Daniel Hoffmann-Gill, Jamie Baughan, Daniel Hoffman-Gill, Matt Wilman, Siobhan McSweeney, Owain Rhys Davies, Edward Petherbridge, Richard Syms, Neil Edmond, Bill Thomas",Linda Woolverton,29%,49%
1216,1216,in the blood,2014,R,90 minutes,"Action & Adventure, Mystery & Suspense",,,John Stockwell,"Gina Carano, Luis Guzman, Stephen Lang, Amaury Nolasco, Danny Trejo, Cam Gigandet, Yvette Yates, Treat Williams, Ishmael Cruz Cordova, Eloise Mumford, Hannah Cowley, Paloma Louvat, Oscar H. Guerrero, Blas Diaz Exposito, Cristian Miranda Velez, Antonio Torres Miranda, Jaunchy Capella, Rodolfo Rodriguez, Glidden Quinones, Brian Tester, Lawrence Searles, Raul Roman","Bennett Yellin, James Robert Johnston",39%,38%
1217,1217,project wild thing,2013,NR,80 minutes,"Action & Adventure, Documentary, Drama",,,David Bond,"Geoffrey McMullan, Jay Griffiths, Michael Depledge, Simon Middleton, Susan Greenfield","Ashley Jones, David Bond",80%,71%
1218,1218,low down,2014,R,119 minutes,"Drama, Kids & Family",,,Jeff Preiss,"John Hawkes, Elle Fanning, Glenn Close, Peter Dinklage, Lena Headey, Flea, Caleb Landry Jones, River Ross, Taryn Manning, Billy Drago, Tim Daly, Myles Cranford, Burn Gorman, Sandha Khin, Eddie Rouse, Dane Farwell, Ray Lykins, Linda Wang, Ricky Martinez, Rain Phoenix, Chuck E. Weiss, Patrice Pitman Quinn, Brett Jones, Nicola Hindshaw, Stuart W. Yee, Wiley M. Pickett, Edwin Livingston, Courtney Cunningham, Paul Allen, Dakota Black, Veronica Enriquez, Burton Ritchie, Anthony Ruiz, Ohad Talmor","Topper Lilien, Amy-Jo Albany",51%,51%
1219,1219,a royal night out,2015,PG-13,97 minutes,"Art House & International, Drama, Mystery & Suspense, Romance",,"$1,626,909",Julian Jarrold,"Sarah Gadon, Bel Powley, Jack Reynor, Rupert Everett, Emily Watson, Roger Allam, Ruth Sheen, Geoffrey Streatfield, Jack Gordon, Jack Laskey, Laurence Spellman, Sophia Di Martino, Emma Connell, Russell Balogh, Shonn Gregory, Luke Hope, Hayley Squires, John Neville, Ben Probert, Jack Brady, Tim Potter, Fiona Skinner, Jessica Jay, Joanna Howden, Leigh Dent","Trevor De Silva, Kevin Hood",74%,56%
1220,1220,a monster calls,2017,PG-13,108 minutes,"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",,"$3,730,982",J.A. Bayona,"Sigourney Weaver, Felicity Jones, Lewis MacDougall, Toby Kebbell, Liam Neeson, Ben Moor, James Melville, Oliver Steer, Dominic Boyle, Jennifer Lim, Max Gabbay, Morgan Symes, Max Golds, Frida Palsson, Wanda Opalinska, Patrick Taggart, Lily Rose Aslandogdu, Geraldine Chaplin",Patrick Ness,86%,81%
1221,1221,chronic,2016,R,93 minutes,Drama,,"$5,207",Michel Franco,"Tim Roth, Elizabeth Tulloch, Michael Cristofer, Nailea Norvind, Robin Bartlett, Sarah Sutherland, Rachel Pickup, David Dastmalchian",Michel Franco,75%,56%
1222,1222,salvation army,2015,NR,84 minutes,"Art House & International, Drama",,"$3,842",Abdellah Taia,"Frédéric Landenberg, Saïd Mrini, Karim Ait M'hand, Amine Ennaji",Abdellah Taia,70%,41%
1223,1223,almost christmas,2016,PG-13,120 minutes,Comedy,,"$41,715,860",David E. Talbert,"Kimberly Elise, Omar Epps, John Michael Higgins, Danny Glover, Romany Malco, Mo'Nique, JB Smoove, Nicole Ari Parker, Gabrielle Union, Jessie T. Usher, DC Young Fly, Nadej K. Bailey, Alkoya Brunson, Marley Taylor, Keri Hilson, Gladys Knight, Chloe Spencer, Gregory Alan Williams, Tara Batesole, Jeff Rose, Ric Reitz, Ravi Naidu, Stephen A. Smith, Tara Jones, Monica Brown, Johnny Land, Teresa Sykes, Karl Bynes, Keon Mitchell, Rachel Kylian, A. Sabrena Farmer, Elias Talbert, Lyn Sisson-Talbert, David E. Talbert, Donnie Simpson",David E. Talbert,51%,65%
1224,1224,mojave,2016,R,93 minutes,Drama,,,William Monahan,"Garrett Hedlund, Oscar Isaac, Mark Wahlberg, Walton Goggins, Louise Bourgoin, Matt Jones (XLVIII), Fran Kranz, Dania Ramirez, Christopher Neiman, Cletus Young, Tim Soergel, Ralph Brannen, Niall Madden, Ron Duncan, Oliver Cooper, Candice Rodrigo, Frank Miranda, Vivis Colombetti, Adam Villacin, Hayley Magnus, Amber Hergen, Ashwin Gore, Anna Margaret Hollyman, Talulah Riley, Kylie Rogers",William Monahan,31%,24%
1225,1225,mccanick,2014,R,96 minutes,"Drama, Mystery & Suspense",,,Josh C. Waller,"David Morse, Cory Monteith, Ciarán Hinds, Mike Vogel, Tracie Thoms, Aaron Yoo, Rachel Nichols, Trevor Morgan",Daniel Noah,13%,14%
1226,1226,enough said,2013,PG-13,93 minutes,"Comedy, Drama, Romance",,,Nicole Holofcener,"Julia Louis-Dreyfus, James Gandolfini, Catherine Keener, Michaela Watkins, Toni Collette, Ben Falcone, Eve Hewson, Tavi Gevinson, Tracey Fairaway, Lennie Loftin, Jessica St. Clair, Chris Smith, Phillip Brock, Nick Williams, Ivy Strohmaier, Natasha Sky Lipson, Rick Irwin, Amy Landecker, Alina Adams, Luke Grakal, Anjelah N. Johnson, Barry Jenner, Sarah Burns, Rebecca Drysdale, Rob Steiner, Rob Mayes, Toby Huss, Kathleen Rose Perkins",Nicole Holofcener,95%,75%
1227,1227,ain't them bodies saints,2013,R,105 minutes,Drama,,"$200,000",David Lowery,"Casey Affleck, Rooney Mara, Ben Foster, Keith Carradine, Kennadie Smith, Jacklynn Smith, Nate Parker, Robert Longstreet, Charles Baker (II), Augustine Frizzell, Kentucker Audley, Rami Malek, David Zellner, Turner Ross, Will Beinbrink, Frank Mosley, Steve Corner, Annalee Jefferies, Gwen Waymon, Artist Thornton, Johnny Horn, Heather Kafka, Susy Duggins, Wyatt James Stafford",David Lowery,79%,61%
1228,1228,outlaws and angels,2016,R,120 minutes,"Mystery & Suspense, Western",,,JT Mollner,"Chad Michael Murray, Francesca Eastwood, Luke Wilson, Madisen Beaty, Teri Polo, Nathan Russell, Ben Browder, Frances Fisher, Steven Michael Quezada, Luce Rains, Keith Loneker, Marty Lindsey, Evan Peterson, Lela Rose Allen, John Allen Phillips, Beatrice Hernandez, Cheyenne Phillips, Chloe Catherine Kim, Reka Rene, Lucas Barnett, Matt Fowler, Alban Essieux, Shannon Whitaker, Alex Vayshelboym, Trey Caperton, Duke Mollner, Chris Ivan Cevic, Wild Bill Laczko, Christopher Ranney, John Lombardo",JT Mollner,29%,50%
1229,1229,logan lucky,2017,PG-13,119 minutes,Comedy,,"$27,696,504",Steven Soderbergh,"Channing Tatum, Adam Driver, Riley Keough, Seth MacFarlane, Katie Holmes, Katherine Waterston, Sebastian Stan, Hilary Swank, Daniel Craig, Dwight Yoakam, Jack Quaid",Rebecca Blunt,93%,75%
1230,1230,beside still waters,2014,NR,76 minutes,"Comedy, Drama, Romance",,,"Christopher Lowell, Chris Lowell","Ryan Eggold, Beck Bennett, Will Brill, Brett Dalton (II), Erin Darke, Jessy Hodges, Britt Lower, Reid Scott","Chris Lowell, Mohit Narang",64%,74%
1231,1231,american meat,2013,NR,85 minutes,Documentary,,,Graham Meriwether,"Joel Salatin, Dr. Fred Kirschenmann, Chuck Wirtz, Daniel Salatin, Shelly Shenoy",Graham Meriwether,60%,80%
1232,1232,two lives,2014,NR,97 minutes,"Drama, Mystery & Suspense",,,Georg Maas,"Juliane Köhler, Liv Ullmann, Sven Nordin, Ken Duken, Julia Bache-Wiig, Rainer Bock, Thomas Lawinky, Klara Manzel, Vicky Krieps, Dennis Storhøi, Ursula Werner, Jürgen Ri??mann, Ralf Dittrich, Christian Steyer, Matthias Brandt, Holger Handtke, Holger Handke, Daniel Krauss, Ellen Birgitte Winthe, Ellen Birgitte Winther","Christoph Tölle, Georg Maas, Ståle Stein Berg, Judith Kaufmann",85%,73%
1233,1233,carnage park,2016,NR,81 minutes,Mystery & Suspense,,,Mickey Keating,"Ashley Bell, Pat Healy, Alan Ruck, Darby Stanchfield, James Landry Hébert, Larry Fessenden, Bob Bancroft, Michael Villar, Graham Skipper, Andy Greene",Mickey Keating,61%,30%
1234,1234,burn country,2016,NR,102 minutes,Drama,,,Ian Olds,"Dominic Rains, Melissa Leo, James Franco, Rachel Brosnahan, Thomas Jay Ryan, Tim Kniffin, Wendy Vanden Heuvel, Ari Vozaitis, John Craven, Gabe Maxson, Liz Jahren, Keith Baker, Sharia Pierce, Brent Lindsay, Michelle Maxson, Emile Rosewater, Mose Portal","Ian Olds, Paul Felten",60%,44%
1235,1235,silence,2013,R,91 minutes,Drama,,,Marquette Williams,"Elimu Nelson, Nicholas C. Endres, Michael Reddy, Perry Poston, James K. Viront, Martez Howard, Elina Burgos, Anthony Nickerson",Marquette Williams,90%,
1236,1236,harbinger down,2015,R,82 minutes,"Horror, Science Fiction & Fantasy",,,Alec Gillis,"Lance Henriksen, Matt Winston, Camille Balsamo, Giovonnie Samuels, Winston James Francis, Michael Estime, Winston Francis, Milla Bjorn, Mike Estime, Edwin Bravo, Edwin H. Bravo, Mick Ignis, Reid Collums, Jason Speer, Kraig W. Sturtz",Alec Gillis,43%,18%
1237,1237,as i lay dying,2013,R,120 minutes,Drama,,"$15,009",James Franco,"James Franco, Tim Blake Nelson, Danny McBride (IV), Jim Parrack, Ahna O'Reilly, Logan Marshall-Green, Beth Grant, Brady Permenter","James Franco, Matt Rager",41%,36%
1238,1238,silence,2017,R,161 minutes,Drama,,"$7,063,885",Martin Scorsese,"Liam Neeson, Adam Driver, Andrew Garfield, Issei Ogata, Tadanobu Asano, Ciarán Hinds, Yôsuke Kubozuka, Yoshi Oida, Shin'ya Tsukamoto","Jay Cocks, Martin Scorsese",84%,69%
1239,1239,drug war,2013,R,105 minutes,"Art House & International, Special Interest",,"$66,221",Johnnie To,"Louis Koo, Honglei Sun, Yi Huang, Huang Yi, Wallace Chung, Yunxiang Gao, Li Guang Jie, Crystal Huang, Michelle Ye, Li Jing","Ka-Fai Wai, Nai-Hoi Yau, Ryker Chan, Yau Nai-Hoi, Yu Xi",94%,77%
1240,1240,dope,2015,R,115 minutes,"Comedy, Drama",,"$11,674,449",Rick Famuyiwa,"Shameik Moore, Kiersey Clemons, Tony Revolori, ASAP Rocky, Zoë Kravitz, Chanel Iman, Blake Anderson, LaKeith Stanfield, Roger Guenveur Smith, Tyga, De'aundre Bonds, Rakim Mayers, Quincy Brown, Kimberly Elise, Julian Brand, Bruce Beatty, Casey Veggies, Christopher Glenn Wilson, Rick Fox, Ricky Harris, Wyking Jones, Amin Joseph, Kap G, Allen Maldonado, Josh Meyer, Mimi Michaels, Ashton Moio, Lidia Porto, Simmie Sims, Vince Staples, Milton TJ Taylor, Forest Whitaker",Rick Famuyiwa,88%,84%
1241,1241,genius,2016,PG-13,104 minutes,Drama,,"$1,358,018",Michael Grandage,"Colin Firth, Jude Law, Nicole Kidman, Laura Linney, Guy Pearce, Dominic West, Vanessa Kirby, Demetri Goritsas, Julia Wolfe, Mark Arnold, Angela Ashton, Eve Bracken, Katya Watson, Lorna Doherty, Makenna McBrierty, Miquel Brown, Corey Johnson, Lucy Briers, Ray Strasser-King, Harry Attwell, David Altaner, Katherine Kingsley, Madeline Rice, Rosy Benjamin, Charles Dinsdale, Ian Drysdale, Erick Hayden, Richard Dempsey, Cassandra Nina, Ken Hazeldine, Andrew Byron, Oliver King, Jane Perry, Alex Large, Trina Dillon, Charlotte Longfield, Gary Thomsett, Nick Mercer, Kim Rosenfeld, Elaine Caulfield, Mark Philimore, James Wallace, James Bierman, Richard Clark, Stella McCabe, Christopher Oram, Mike Vessey, Alistair Sanderson, Alex Scrivens, Pamela Okoroafor, Kenji Fenton, Neville Malcolm, Winston Rollins, Chris Storr, Frank Tontoh, Jamal Crawford, Kemi Durosinmi, Jo Dyce, Kevin Ketti, Lesley Mutombo-Agbepa, Joshua Robinson",John Logan,51%,45%
1242,1242,slow west,2015,R,84 minutes,"Action & Adventure, Mystery & Suspense",,,John M. Maclean,"Michael Fassbender, Kodi Smit-McPhee, Ben Mendelsohn, Brooke Williams, Rory McCann, Caren Pistorius, Andy McPhee",John M. Maclean,93%,75%
1243,1243,it's not yet dark,2017,NR,78 minutes,"Art House & International, Documentary",,,Frankie Fenton,"Simon Fitzmaurice, Colin Farrell",,95%,70%
1244,1244,some kind of beautiful,2015,R,90 minutes,Comedy,,,Tom Vaughan,"Pierce Brosnan, Salma Hayek, Jessica Alba, Malcolm McDowell, Benjamin McKenzie, Merrin Dungey, Benjamin McKenzie, Fred Melamed, Ivan Sergei, Lombardo Boyar, Marlee Matlin, Duncan Joiner, Lee Garlington, Paul Rae, Erik Passoja, Robert Mailhouse, Lindsey Sporrer, Seth Morris, Taylor John Smith, Julian Barnes, Yimmy Yim, David Saucedo, Elizabeth Anweis, Marianne Muellerleile, Bonnie Hellman, Juliet Mills, Vaughn Wilkinson, Sandy Martin, Brandi Burkhardt, Brittini London, Paul Fox, Oliver Bell, Jason David, Makena Taylor",Matthew Newman,7%,30%
1245,1245,true confessions,1981,R,108 minutes,"Drama, Mystery & Suspense",,,Ulu Grosbard,"Robert De Niro, Robert Duvall, Charles Durning, Ed Flanders, Burgess Meredith, Rose Gregorio, Cyril Cusack, Kenneth McMillan, Dan Hedaya, Gwen Van Dam, Thomas Hill, Jeanette Nolan, Jorge Cervera Jr., Susan Myers, Louisa Moritz, Darwyn Carson, Pat Corley, Matthew Faison, Richard Foronjy, Joe Medalis, James Hong, Ron Ryan, Louis Basile, Paul Valentine, Louise Fitch, Margery Nelson, Frederic Cook, Kirk Patrick Brennan, Fred Dennis, Shelly Batt, Mary Munday, Robert Arthur, Colin Hamilton, Amanda Cleveland, Pierrino Mascarino, Michael Callahan Jr., Ron Stein, Harry Pavelis, Eddie Hice, Luisa Leschin, Bob Arthur, Bill Furnell, Sig Frohlich, Steve Arvin, Steve Powers, Joseph H. Choi, Sharron Miller, Kevin Breslin, Jeff Howard, Harry ""Slim"" Duncan","John Gregory Dunne, Joan Didion",75%,53%
1246,1246,lizzie borden took an ax,2014,NR,88 minutes,"Drama, Television",,,Nick Gomez,"Christina Ricci, Billy Campbell, Clea DuVall, Gregg Henry, Stephen McHattie, Shawn Doyle, Sara Botsford, Hannah Anderson, Andrea Runge",Stephen Kay,43%,34%
1247,1247,faces places,2017,PG,90 minutes,"Art House & International, Documentary",,"$900,903","JR, Agnès Varda","Agnès Varda, JR",,100%,90%
1248,1248,the legend of 420,2017,NR,87 minutes,Documentary,,,Peter Spirer,"W. Earl Brown, Tommy Chong, Henry Rollins, Michael Des Barres, Melissa Etheridge",Peter Spirer,100%,91%
1249,1249,wilson,2017,R,94 minutes,Comedy,,"$652,997",Craig Johnson,"Woody Harrelson, Laura Dern, Cheryl Hines, David Warshofsky, Isabella Amara, Judy Greer",Daniel Clowes,48%,29%
1250,1250,the vault,2017,NR,91 minutes,"Horror, Mystery & Suspense",,"$4,308",Dan Bush,"James Franco, Taryn Manning, Francesca Eastwood, Scott Haze, Q'Orianka Kilcher, Jeff Gum, Clifton Collins Jr.","Dan Bush, Conal Byrne",25%,28%
1251,1251,exhibition,2014,NR,104 minutes,Drama,,,Joanna Hogg,"Viv Albertine, Liam Gillick, Tom Hiddleston, Harry Kershaw, Mary Roscoe",Joanna Hogg,87%,45%
1252,1252,last vegas,2013,PG-13,105 minutes,Comedy,,"$51,434,214",Jon Turteltaub,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline, Mary Steenburgen, Jerry Ferrara, Romany Malco, Roger Bart, Joanna Gleason, Michael Ealy, Bre Blair, April Billingsley, Stephen Scott Scarpulla, Andrea Moore, Noah Harden, R.J. Fattori, Aaron Bantum, Phillip Wampler, Olivia Stuck, Karen Ceesay, Ashley Rae Spillers, Edward Edwards, Ray Abruzzo, Elliott Street, Weronika Rosati, 50 Cent, Redfoo, David Ekott, Andrew Furr, Michael Beasley, Ric Reitz, Michael Farris, Savannah Leigh Bergeron, Richard Mooney, Janay Oakland, Diana Boyle, Christie George, Kelly O'Neal, Garrett Hines, Jena Sims, Nicci Faires, Autumn Dial, Polly Craig, Dane Davenport, Maria Malcom, Natalia Harris, Murray Nicholson, Louis Fox, Mimi Gould, Dan Hewitt Owens, Matt Bauer, Doug Kaye, Susan Shalhoub Larkin, Michael D. Cohen",Dan Fogelman,45%,59%
1253,1253,made in america,2014,NR,93 minutes,"Documentary, Musical & Performing Arts",,,Ron Howard,"Jay Z, Kanye West, Skrillex, Jill Scott, Santogold, Kanye West, D'Angelo, Gary Clark Jr, Rita Ora, Janelle Monáe",,56%,35%
1254,1254,curtains,1983,R,90 minutes,"Drama, Horror, Mystery & Suspense",,,Richard Ciupka,"John Vernon, Samantha Eggar, Linda Thorson, Anne Ditchburn, Lynne Griffin, Sandra Warren, Lesley Donaldson, Deborah Burgess, Michael Wincott, Joanne McIntyre, Anna Migliarisi, Sandee Currie, Maury Chaykin, Calvin Butler, Kate Lynch, Booth Savage, William Marshall, James Kidnie, Janelle Hutchison, Virginia Leith, Vivian Reis, Katya Ladan, Donald Adams, Bunty Webb",,60%,40%
1255,1255,harmontown,2014,NR,101 minutes,"Comedy, Documentary, Special Interest",,,Neil Berkeley,"Erin McGathy, Jeff B. Davis, Ben Stiller, Jack Black, Sarah Silverman, Jason Sudeikis, Joel McHale",,78%,79%
1256,1256,haunt,2014,R,86 minutes,Horror,,,Mac Carter,"Harrison Gilbertson, Liana Liberato, Jacki Weaver, Ione Skye, Brian Wimmer, Nicole Danielle, Ella Harris, Carl Hadra, Sebastian Barr, Kelly Brooke, Maggie Scott, Jan B. Felt, Aline Andrade, Jarrod Phillips, Kasia Kowalczyk, Kelly Noonan, Devill Vannik",Andrew Barrer,38%,30%
1257,1257,the hero,2017,R,93 minutes,Drama,,"$4,077,270",Brett Haley,"Sam Elliott, Nick Offerman, Laura Prepon, Krysten Ritter, Katharine Ross","Brett Haley, Marc Basch",78%,59%
1258,1258,the polka king,2017,NR,94 minutes,"Comedy, Drama",,,"Maya Forbes, Wallace Wolodarsky","Jack Black, Jenny Slate, Jason Schwartzman, Jacki Weaver, JB Smoove, Kati Salowsky, Vanessa Bayer, Willie Garson","Maya Forbes, Wallace Wolodarsky",59%,52%
1259,1259,the price,2017,NR,92 minutes,Drama,,,Anthony Onah,"Aml Ameen, Lucy Griffiths (II), Bill Sage, Hope Olaide Wilson, Michael Hyatt, Peter Vack, Souleymane Sy Savane, Craig muMs Grant, Tru Collins, Dana Drori",Anthony Onah,73%,50%
1260,1260,starry eyes,2014,NR,98 minutes,"Horror, Science Fiction & Fantasy",,,"Dennis Widmyer, Kevin Kolsch","Alex Essoe, Amanda Fuller, Noah Segan, Fabianne Therese, Pat Healy, Shane Coffey, Elissa Dowling, Leonel Claude, Marc Senter, Maria Olsen, Natalie Castillo, Nick Simmons","Kevin Kolsch, Dennis Widmyer",75%,55%
1261,1261,some freaks,2017,NR,97 minutes,"Comedy, Drama, Romance",,,Ian MacAllister McDonald,"Thomas Mann, Lily Mae Harrington, Ely Henry, Lachlan Buchanan, Marin Ireland",Ian MacAllister McDonald,92%,74%
1262,1262,tap world,2015,NR,72 minutes,"Documentary, Musical & Performing Arts",,"$13,120",Dean Hargrove,"Maud Arnold, Chloe Arnold, Alaman Diadhiou, Luyz Baldijao, Arthur Benhamou, Pandit Chitresh Das, Joshua Johnson, Ted Louis Levy, Reona Otsuka, Vicki Riordan, Vicki's Tap Pups, Evan Ruggiero, Jason Samuels Smith, Ivery Wheeler, Constance Valis Hill, Taiwan Danceworks",Dean Hargrove,86%,59%
